username,elitebotix_score,skill_issue_score,bancho_score,lazer_score,recent_tournament_form,consistency_score,reliability_multiplier,activity_multiplier,final_power_score,provisional,base_power_score,tournaments_played_last_12m,days_since_last_event,explanation,debug
G4rdevoir,,,22.21,,15.22,94.65,0.8688,0.9425,23.7,True,28.95,1,154.0,"G4rdevoir scores 23.70 with consistency score 94.7, bancho score 22.2, recent tournament form 15.2; reliability 0.869, activity 0.943, provisional",{}
TzArtifactz,,,23.08,,16.17,84.6,0.8688,0.9425,23.1,True,28.21,1,154.0,"TzArtifactz scores 23.10 with consistency score 84.6, bancho score 23.1, recent tournament form 16.2; reliability 0.869, activity 0.943, provisional",{}
Daldor,,,31.77,,20.94,50.0,0.8688,0.9409,22.86,True,27.97,1,161.0,"Daldor scores 22.86 with consistency score 50.0, bancho score 31.8, recent tournament form 20.9; reliability 0.869, activity 0.941, provisional",{}
Cittas,,,30.16,,21.55,50.0,0.8688,0.9393,22.81,True,27.95,1,168.0,"Cittas scores 22.81 with consistency score 50.0, bancho score 30.2, recent tournament form 21.6; reliability 0.869, activity 0.939, provisional",{}
KittyLikeme,,,22.65,,23.8,50.0,0.8688,0.9409,22.47,True,27.49,1,161.0,"KittyLikeme scores 22.47 with consistency score 50.0, recent tournament form 23.8, bancho score 22.6; reliability 0.869, activity 0.941, provisional",{}
rlsc1109,,,34.06,,19.05,50.0,0.8688,0.9409,22.38,True,27.38,1,161.0,"rlsc1109 scores 22.38 with consistency score 50.0, bancho score 34.1, recent tournament form 19.1; reliability 0.869, activity 0.941, provisional",{}
unmei,,,31.57,,18.97,50.0,0.8688,0.9409,21.85,True,26.73,1,161.0,"unmei scores 21.85 with consistency score 50.0, bancho score 31.6, recent tournament form 19.0; reliability 0.869, activity 0.941, provisional",{}
fruit cup,,,37.48,,16.25,50.0,0.8688,0.9425,21.71,True,26.51,1,154.0,"fruit cup scores 21.71 with consistency score 50.0, bancho score 37.5, recent tournament form 16.2; reliability 0.869, activity 0.943, provisional",{}
Nordkild,,,28.88,,18.63,50.0,0.8688,0.9404,21.13,True,25.87,1,163.0,"Nordkild scores 21.13 with consistency score 50.0, bancho score 28.9, recent tournament form 18.6; reliability 0.869, activity 0.940, provisional",{}
electrostrike,,,19.76,,20.97,50.0,0.8688,0.9404,20.49,True,25.07,1,163.0,"electrostrike scores 20.49 with consistency score 50.0, recent tournament form 21.0, bancho score 19.8; reliability 0.869, activity 0.940, provisional",{}
meramin,,,36.08,,14.38,50.0,0.8688,0.9409,20.47,True,25.04,1,161.0,"meramin scores 20.47 with consistency score 50.0, bancho score 36.1, recent tournament form 14.4; reliability 0.869, activity 0.941, provisional",{}
APTEM,,,19.02,,14.78,50.0,0.8688,0.9409,17.29,True,21.15,1,161.0,"APTEM scores 17.29 with consistency score 50.0, bancho score 19.0, recent tournament form 14.8; reliability 0.869, activity 0.941, provisional",{}
realshin,,,22.35,,11.63,50.0,0.8688,0.9404,16.38,True,20.04,1,163.0,"realshin scores 16.38 with consistency score 50.0, bancho score 22.4, recent tournament form 11.6; reliability 0.869, activity 0.940, provisional",{}
chiv,,,27.47,,6.73,50.0,0.8688,0.9497,15.11,True,18.31,1,126.0,"chiv scores 15.11 with consistency score 50.0, bancho score 27.5, recent tournament form 6.7; reliability 0.869, activity 0.950, provisional",{}
FcEazy,,,21.11,,0.0,50.0,0.8688,0.9497,10.47,True,12.69,1,126.0,"FcEazy scores 10.47 with consistency score 50.0, bancho score 21.1, recent tournament form 0.0; reliability 0.869, activity 0.950, provisional",{}
