#REF!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,OWC 2025 Round of 16 ⬥ Performance Scores,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,#,,,player,pscore ▼,played,counted,avg. score*,avg. acc,highest score*,,,,,notes,,,
,,,,,,,,,,,,,,,,,,,,
,,★,#1,US:,,rektygon,1.926,6 / 7,6 / 11,"863,557",98.20%,,DT1,S,"993,143",,"• *all scores are normalized
     (mod multipliers removed)

• performance score takes into account relative
  scores and the amount of maps played
     (essentially 'match costs' for the entire round)

• star (★) = at least 70% participation",,,
,,★,#79,TH:,,Lesperry,1.160,7 / 9,7 / 11,"542,780",95.15%,,DT3,S,"852,163",,,,,
,,,#80,CA:,,steamhappy,1.154,3 / 5,3 / 11,"566,933",97.11%,,HD2,A,"812,811",,,,,
,,★,#81,TH:,,chests,1.148,9 / 9,9 / 11,"504,866",94.94%,,HR2,A,"740,675",,,,,
,,★,#82,TR:,,spray-,1.145,6 / 8,6 / 11,"555,765",95.81%,,HD2,A,"770,426",,,,,
,,,#83,FI:,,vaadin peukkua,1.143,3 / 6,3 / 11,"808,110",97.86%,,DT2,S,"968,556",,,,,
,,,#84,PL:,,hav,1.135,1 / 6,1 / 11,"995,907",99.83%,,HD2, S ,"995,907",,,,,
,,,#85,NZ:,,5aiyku,1.133,5 / 8,5 / 11,"628,062",97.13%,,FM3,S,"962,502",,,,,
,,,#86,PH:,,ZaNy_,1.125,2 / 6,2 / 11,"670,430",97.26%,,HD2, S ,"968,449",,,,,
,,★,#87,RO:,,Kehest,1.125,4 / 5,4 / 11,"677,136",97.24%,,DT1,S,"944,567",,,,,
,,,#88,CN:,,Ledeau_Fox,1.113,4 / 8,4 / 11,"736,939",96.44%,,DT2,S,"881,471",,,,,
,,,#89,JP:,,YMD,1.113,4 / 9,4 / 11,"758,908",98.22%,,DT2,S,"960,023",,,,,
,,,#90,US:,,EthantrixV3,1.105,3 / 7,3 / 11,"627,578",95.19%,,HD2, S ,"982,144",,,,,
,,★,#91,NL:,,John ethken,1.104,4 / 5,4 / 11,"521,321",95.82%,,FM3,A,"755,669",,,,,
,,,#92,RU:,,maxim,1.101,4 / 8,4 / 11,"679,998",96.45%,,DT1,S,"996,851",,,,,
,,★,#93,SE:,,Andros,1.099,6 / 8,6 / 11,"570,840",96.75%,,NM1,A,"895,458",,,,,
,,,#94,DE:,,Fleh,1.097,3 / 6,3 / 11,"743,541",98.86%,,DT1,S,"971,746",,,,,
,,★,#95,RO:,,origin_,1.085,5 / 5,5 / 11,"555,685",97.26%,,DT1,A,"841,716",,,,,
,,★,#96,MY:,,Rampax,1.084,8 / 8,8 / 11,"501,975",95.59%,,NM2,S,"910,707",,,,,
,,,#97,AU:,,cloppit,1.081,2 / 5,2 / 11,"933,033",99.12%,,DT1,S,"994,467",,,,,
,,,#98,CA:,,Zylice,1.066,3 / 5,3 / 11,"646,045",98.35%,,HD2,A,"790,817",,,,,
,,,#99,AR:,,Seiong,1.063,3 / 6,3 / 11,"666,916",98.47%,,DT1,S,"721,553",,,,,
,,,#100,DE:,,Tim Kackner,1.060,2 / 6,2 / 11,"726,943",98.94%,,NM1,S,"858,669",,,,,
,,,#101,BR:,,tayko,1.057,3 / 6,3 / 11,"663,434",96.57%,,DT3,S,"826,333",,,,,
,,★,#102,AR:,,jackzebra,1.053,5 / 6,6 / 11,"434,274",79.82%,,DT1,A,"836,133",,,,,
,,,#103,JP:,,Furamun,1.050,6 / 9,6 / 11,"547,646",97.17%,,HD1,A,"871,197",,,,,
,,★,#104,NL:,,Wind Tales,1.044,4 / 5,4 / 11,"528,069",96.58%,,DT2,A,"589,593",,,,,
,,,#105,CA:,,PinkEyeFan2013,1.028,1 / 5,1 / 11,"943,091",98.36%,,DT2,S,"943,091",,,,,
,,★,#106,JP:,,shouponpon,1.027,7 / 9,7 / 11,"462,904",97.27%,,DT3,S,"586,967",,,,,
,,,#107,NO:,,YokesPai,1.025,3 / 5,3 / 11,"501,373",96.15%,,FM3,A,"597,191",,,,,
,,,#108,PH:,,Rammu,1.017,4 / 6,4 / 11,"583,493",96.59%,,NM1,A,"692,831",,,,,
,,,#109,PL:,,gnahus,1.014,4 / 6,4 / 11,"615,412",98.71%,,NM2,A,"815,952",,,,,
,,,#110,ID:,,Thatnoobguy,1.011,3 / 7,3 / 11,"569,832",97.94%,,NM1,S,"834,553",,,,,
,,,#111,TH:,,ChaiPhukChep,1.010,2 / 9,2 / 11,"894,304",98.32%,,DT1,A,"895,148",,,,,
,,,#112,AU:,,aknzx,1.007,3 / 5,3 / 11,"649,657",97.50%,,DT1,S,"993,863",,,,,
,,,#113,KR:,,Allegrissimo,1.005,2 / 5,2 / 11,"611,677",97.86%,,FM3,A,"652,341",,,,,
,,,#114,DE:,,ZeitFrost,1.004,3 / 6,3 / 11,"480,589",96.02%,,FM3,A,"632,265",,,,,
,,,#115,JP:,,haga1115,1.002,5 / 9,5 / 11,"539,214",97.51%,,DT1,S,"706,687",,,,,
,,,#116,FR:,,fiaee,1.002,4 / 7,4 / 11,"529,977",96.36%,,NM4,S,"835,403",,,,,
,,,#117,SG:,,GSBlank,1.001,4 / 6,4 / 11,"574,181",96.12%,,DT2,A,"635,143",,,,,
,,,#118,BR:,,VitorSkull,0.998,2 / 6,2 / 11,"696,883",98.13%,,DT2,S,"943,732",,,,,
,,,#119,SG:,,Mekeyo,0.992,3 / 6,3 / 11,"597,128",95.78%,,NM1,S,"998,598",,,,,
,,,#120,DE:,,Denzel Curry,0.991,3 / 6,3 / 11,"581,439",96.99%,,DT2,S,"960,499",,,,,
,,,#121,FI:,,Mike Tyson,0.990,3 / 6,3 / 11,"661,230",96.52%,,DT2,S,"868,718",,,,,
